Lyric,Title,Singer,Feeling,Label
"I'm Slim Shady, yes I'm the real Shady",Angry White Boy Polka,Weird Al Yankovic,Anger,0
Are you sorry we drifted apart?,Are You Lonesome Tonight,Elvis Presley,Sad,2
But through the wall I can feel your cry,Fly Before You Fall,Cynthia Erivo,Sad,2
I would've been blacked out on your ass,Black Skinhead,Kanye West,Anger,0
Niggas gonna get dealt with rhymes,Hip Hop Sinister,Hopsin,Anger,0
"(It's ridiculous) It's been months, and for some reason I just",100 Years,Five for Fighting,Sad,2
"Now blow up, blow up, hold up",The Spiteful Chant,Kendrick Lamar,Anger,0
"You want to bring it, so fuck it",Bring da Ruckus,Wu-Tang Clan,Anger,0
"Come have a good time, bust a back wine",I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
"To make moves again, stomp and bruise again",Get It On The Floor,DMX,Anger,0
You don't wanna fuck with me,Kill You,Eminem,Anger,0
A clip full of blue-tips and a hand full of fire,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"Get out the way bitch, get out the way",Move Bitch,Ludacris,Anger,0
Drug money is used to rig election,Prison Song,Unknown,Anger,0
"You hear me? Answer me, or I'ma kill you!",Kill You,Eminem,Anger,0
I've been drankin' and bustin' too,Move Bitch,Ludacris,Anger,0
Bring it to the fuckin floor I might respect your fucking state,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
"Gay rapper, altar boy you fuckin' a priest,",Agony Fires,Army of the Pharaohs,Anger,0
I don't want to be alone,To Die For,Sam Smith,Sad,2
"En garde, I'll let you try my Wu-Tang style",Bring da Ruckus,Wu-Tang Clan,Anger,0
I ain't even drug you in the woods yet to paint the forest,Kill You,Eminem,Anger,0
"Yeah, yeah, yeah (yeah) yeah",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
When the world outside's too much to take,The Power Of Love,Celine Dion,Joy,1
"Blast while you right hookin, right when your wife's lookin",Fight Music,D12,Anger,0
and anything in between to get to you. ,Hollow Points,Unknown ,Anger,0
I'm snapping on all of you leaving every MC deceased,Hip Hop Sinister,Hopsin,Anger,0
(Can't get over us) And I'm stronger than this,100 Years,Five for Fighting,Sad,2
Every way I turn I lose,Love Is Like Oxygen,Sweet,Joy,1
With no leak at the seam,Mercy Street,Peter Gabriel,Sad,2
"They take your ass down, shit, we need them bricks or something",3Hunna,Chief Keef,Anger,0
And never let go 'til we're gone,My Heart Will Go On,Celine Dion,Joy,1
"I can sleep at night, I don't reach for you when I wake up, no",Sometimes I Cry,Eric Benét,Sad,2
"When the stars go blue, blue",When the Stars Go Blue,The Corrs,Sad,2
"My tank is on empty, no patience is in me",The Way I Am,Eminem,Anger,0
Bears heavy on my mind,Lovely Day,Bill Withers,Joy,1
I'm knocking at your fucking door,Hip Hop Sinister,Hopsin,Anger,0
"Hit the trunk, grab the pump, punk I'll be right back",Move Bitch,Ludacris,Anger,0
Cause I am already cried enough,IDGAF,Dua Lipa,Sad,2
"We rollin', whip stolen, AK loaded",I’m Supposed to Die Tonight,50 Cent,Anger,0
"I see friends shaking hands, saying how do you do",What a Wonderful World,Ledisi,Joy,1
"If you step on my feet, you get drowned in your own drink",Fight Music,D12,Anger,0
"Almost heaven, west virginia Blue Ridge Mountains Shenandoah River","Take Me Home, Country Roads",Jon Denver,Joy,1
Good and the bad times where is the affection?,Genesis,ARMORS,Anger,0
"Your name, forever the name on my lips",Last Kiss,Taylor Swift,Sad,2
I done hustled on the hottest block and I ain't break a sweat,Hollow Points,Unknown ,Anger,0
Lonely girl,Hey There Lonely Girl,Eddie Holman,Sad,2
"A war don, you're gone cousin Optimus Prime,",Agony Fires,Army of the Pharaohs,Anger,0
You know your time's short when they trying to send your mail back,Hollow Points,Unknown ,Anger,0
Just to argue with 'em 'cause their ratings stink,Kill You,Eminem,Anger,0
With more holes than an Afghan,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"Just bring who you gon' bring on, who you gon' swing on?",Fight Music,D12,Anger,0
And You're not here to get me through it all,Someone You Loved,Lewis Capaldi,Sad,2
"Capo's corrupted (yop), he's wrong vato to fuck wit (yop)",Crunk Muzik,The Diplomats,Anger,0
"Is there a bumper on your ass, no nigga",Move Bitch,Ludacris,Anger,0
Eat deep dirt nigga (yep),Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"You're always there, you're everywhere",Wish You Were Here,Avril Lavigne,Sad,2
"(Uh oh, uh oh, uh oh, oh, no, no) I been iller than chain smokers",Crazy in Love,Beyoncé,Joy,1
"Shady, won't you please stand up?",Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Vain Vicodin, vrin vrin vrin!",Kill You,Eminem,Anger,0
I've went up against people.,Hollow Points,Unknown ,Anger,0
You're intertwining your soul with somebody else,Somebody Else,The 1975,Sad,2
Sorry I could be so blind,Sorry,Halsey,Sad,2
"Hardrocks is locked the fuck up, or found shot",Bring da Ruckus,Wu-Tang Clan,Anger,0
Wishing you'd come sweepin' in the way you did before,Need You Now,Lady Antebellum,Sad,2
"This kind of music, use it, and you get amped to do shit",Fight Music,D12,Anger,0
"Where my niggas at? I know who ride wit me,",Agony Fires,Army of the Pharaohs,Anger,0
Tears under my makeup,sex money feelings die,Lykke Li,Sad,2
Do you ever wish that I was there,Do you ever,Justin Vasquez,Sad,2
"Wu-Tang, yo sew, represent",Bring da Ruckus,Wu-Tang Clan,Anger,0
So I'm looking for an open door,Let me down slowly,Alec Benjamin,Sad,2
"Black-out, lets do it",Crunk Muzik,The Diplomats,Anger,0
When someone else instead of me,Lovely Day,Bill Withers,Joy,1
Never thought that I'd be alone,Lonely,Akon,Sad,2
Maybe I'll feel better again,Blue Bayou,Linda Ronstadt,Sad,2
with your life's dead bodies everywhere,Dead Bodies Everywhere,Korn,Anger,0
I don't know if they fags or what,Fuck Tha Police,N.W.A.,Anger,0
I'm looking in,Angry White Boy Polka,Weird Al Yankovic,Anger,0
I'm from the bay I thrown them bows,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
"However, I master the trick just like Nixon",Bring da Ruckus,Wu-Tang Clan,Anger,0
I'mma 'bout to punch yo lights out,Move Bitch,Ludacris,Anger,0
We've been getting it crunk,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
"That her boobi's, loco, cookie monster, who he (who am I?)",Crunk Muzik,The Diplomats,Anger,0
From parents who failed to raise 'em cause they're lazy,Fight Music,D12,Anger,0
Nothing you can do but you can learn how to be you in time,All You Need is Love,The Beatles ,Joy,1
"I'm not myself, lately I'm foolish, I don't do this",Crazy in Love,Beyoncé,Joy,1
"You keep the sunshine, save me the rain",Drop the World,Lil Wayne,Anger,0
Away from this long lonely nights,All Out of Love,Air Supply,Sad,2
"I'm a boss, but niggas never show no respect",I’m Supposed to Die Tonight,50 Cent,Anger,0
And I miss you,Everybody's Got Somebody But Me,Hunter Hayes,Sad,2
"Know you always right, now",Now or Never,Halsey,Anger,0
"Darling, I will be loving you till we're seventy",Thinking Out Loud,Ed Sheeran,Joy,1
My flow is filled with more venom,Hip Hop Sinister,Hopsin,Anger,0
"And all I got is your ghost, oh, oh oh",Another Lonely Night,Adam Lambert,Sad,2
Where you goin'? Can you come here?,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
Relationships have all been bad,"You're Gonna Make Me Lonesome When You Go (Take 1, Remake 2)",Bob Dylan,Sad,2
I'm not just one of your many toys,You Don 'T Own Me,Lesley Gore,Anger,0
I'm the motherfucking hip hop sinister,Hip Hop Sinister,Hopsin,Anger,0
"And frostbit I've become, my back's against the wall",Drop the World,Lil Wayne,Anger,0
)Ooo0Hey there lonely girl,Hey There Lonely Girl,Eddie Holman,Sad,2
"Last night, she said",Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Got me looking so crazy right now, your love's (oh love)",Crazy in Love,Beyoncé,Joy,1
I just can't seem to find it,Goodbye to Love,Carpenters,Sad,2
"You at the auction, I'm boss and smokin' cigars at the dealer",Hollow Points,Unknown ,Anger,0
Pulse in my chest feel like it's fixing to bounce,Spikes,Death Grips,Anger,0
"And Eightball is loadin' the clip, for niggaz supposin' to trip",You Don't Want Drama,8Ball & MJG,Anger,0
"So chances are, I'ma have to blast me a nigga",I’m Supposed to Die Tonight,50 Cent,Anger,0
Better get on your knees and pray to God and hope that you survive,Hip Hop Sinister,Hopsin,Anger,0
It's late in the evening; she's wondering what clothes to wear,Wonderful Tonight,Eric Clapton,Joy,1
And each must play a part.,Are You Lonesome Tonight,Elvis Presley,Sad,2
"For my peeps that hate slow money, I put them in the industry",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
And there's no place I can go,Lonelier Than This,Steve Earle,Sad,2
"They took him for questions, he told them the truth (no)",3Hunna,Chief Keef,Anger,0
Graceless lady you know who I am,Wild Horses,The Rolling Stones,Sad,2
It doesn't get any lonelier than this,Lonelier Than This,Steve Earle,Sad,2
A fuck nigga don't wanna be it (no),3Hunna,Chief Keef,Anger,0
Nothing's gonna stop us now,Nothing's gonna stop us now,Mikaila,Joy,1
Gotta keep those lovin' good vibrations a-happenin',Good Vibrations,The Beach Boys,Joy,1
I would I could escape,Bad Liar,Imagine Dragons,Fear,3
I'm doin' a hundred on the highway,Move Bitch,Ludacris,Anger,0
From the mother-fuckin' underground,I Don't Give a Fuck,Tupac Shakur,Anger,0
You're not here with me,You Are Not Alone,Michael Jackson,Sad,2
Think about the woman or the girl you knew the night before,Turn the Page,Metallica,Sad,2
Is how to live without it,Goodbye to Love,Carpenters,Sad,2
"So what if she's handicapped, the bitch said Bizarre couldn't rap",Fight Music,D12,Anger,0
That's been eating me recently off of this chest,The Way I Am,Eminem,Anger,0
"Carryin' gats but yo, my Clan",Bring da Ruckus,Wu-Tang Clan,Anger,0
"Here I go, playin' star again, there I go, turn the page",Turn the Page,Metallica,Sad,2
"Rollin over a bank, cops see me and faint",Fight Music,D12,Anger,0
"Cause all the bulls***, just made me strong, mu'f***a'",Drop the World,Lil Wayne,Anger,0
"Fuck fight music, bitch this is losin your life music!",Fight Music,D12,Anger,0
"Did you forget about me, Mr. Duplicity?",You Oughta Know,Alanis Morissette,Anger,0
But I'd rather go on hearing your lies,Are You Lonesome Tonight,Elvis Presley,Sad,2
"I'm from that Jackson, Tenn Ho",Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
Wonder if she's gone to stay,Ain't No Sun Shine,Bill Withers,Sad,2
"Now here's a gun, I'll put it in your palm",Fight Music,D12,Anger,0
Raise Your Thugs Up,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
While he thinks that he's getting over,I Don't Give a Fuck,Tupac Shakur,Anger,0
I seen your kind before,The Spiteful Chant,Kendrick Lamar,Anger,0
"Tell 'em I'm going big bitch, suck my dick",The Spiteful Chant,Kendrick Lamar,Anger,0
You wanted to,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Filed the fifth, jet out of it",Crunk Muzik,The Diplomats,Anger,0
Than go on living without you.,Are You Lonesome Tonight,Elvis Presley,Sad,2
It's Armageddon when I ball up the fist,Hollow Points,Unknown ,Anger,0
"When I believed in forever, and everything would stay the same",Memories,Maroon 5,Sad,2
"Check it, my method on the microphone's bangin'",Bring da Ruckus,Wu-Tang Clan,Anger,0
The pieces of my heart are missin' you,When You're Gone,Avril Lavigne,Sad,2
"I say, I hate you, we break up, you call me, I love you",We Are Never Ever Getting Back Together,Taylor Swift,Anger,0
"I rip it hardcore, like porno-flick bitches",Bring da Ruckus,Wu-Tang Clan,Anger,0
I shouldn't have to pay these shrinks,Kill You,Eminem,Anger,0
And you motherfuckers wonder why I start shit,Get It On The Floor,DMX,Anger,0
"We bang hollows, you misrepresentin' The game",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
We're happy together,Happy Together,The Turtles,Joy,1
Yeah! ay! dip-set! come on,Crunk Muzik,The Diplomats,Anger,0
But I can't take a shit,The Way I Am,Eminem,Anger,0
"The Proof is in the puddin', just ask the Deshaun Holton",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
I can't be too late to say that I was so wrong,All Out of Love,Air Supply,Sad,2
Thinkin' every nigga is sellin' narcotics,Fuck Tha Police,N.W.A.,Anger,0
Cause the clocks goin' tick and I'm sick of the bullshit,I Don't Give a Fuck,Tupac Shakur,Anger,0
Ice Cube will swarm,Fuck Tha Police,N.W.A.,Anger,0
"Since not into lotion, we run in the streets-a",Move Bitch,Ludacris,Anger,0
Different question cousin same answer,Hollow Points,Unknown ,Anger,0
When leaves begin to die,I'm so Lonesome I Could Cry,Hank Williams,Sad,2
It burns so bright I wanna feel your love,I’m a Mess,Ed Sheeran,Sad,2
"Bring it, get 'em",Move Bitch,Ludacris,Anger,0
I wanna start a fight,So What,Pink,Anger,0
And I had no cause to doubt you.,Are You Lonesome Tonight,Elvis Presley,Sad,2
And butt-F***ed this game up,Drop the World,Lil Wayne,Anger,0
Ooh ah ah ah ah,Angry White Boy Polka,Weird Al Yankovic,Anger,0
And now that I can put this down,Come Back...Be Here,Taylor Swift,Sad,2
Yeah if that bitch walk up trippin' she get that mush time,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
Bullets hot like the sun nigga (pow),3Hunna,Chief Keef,Anger,0
"Yes, it's the saddest experience you'll ever know",One Is The Loneliest Number,Three Dog Night,Sad,2
Angry White Boy Polka,Angry White Boy Polka,Weird Al Yankovic,Anger,0
Such a lonely day,Lonely Day,System Of A Down,Sad,2
But right now I wish you were here,Wish You Were Here,Avril Lavigne,Sad,2
And jump in front of a moving semi-truck like it was cool to die,Hip Hop Sinister,Hopsin,Anger,0
"This that o trizzy one, triple oh, whoa, whoa",Crunk Muzik,The Diplomats,Anger,0
"She's giving me the excitations (excitations, oom bop bop)",Good Vibrations,The Beach Boys,Joy,1
Listen to the birds that were sent,Rainbow,Unknow,Joy,1
I don't wanna fight right now,Now or Never,Halsey,Anger,0
"I think I'll go outside a while,",A Beautiful Morning,The Rascals,Joy,1
Gotta step lightly cause cops tried to snippe' me,I Don't Give a Fuck,Tupac Shakur,Anger,0
Gonna be with some of my friends,Blue Bayou,Linda Ronstadt,Sad,2
And I just do not got the patience,The Way I Am,Eminem,Anger,0
Tell me would you really cry for me?,Locked away,R. City,Fear,3
"Attention please, attention please",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
Do you still think of me,Do you ever,Justin Vasquez,Sad,2
But If you loved me,All I want,Joni Mitchell,Sad,2
"I'm at the crossroads, look but I'm not really sure which way to go",Get It On The Floor,DMX,Anger,0
An empty street,My Love,Westlifes,Sad,2
I'll never be your mother's favorite,It Will Rain,Bruno Mars,Sad,2
"Redrum, I verbally assault with the tongue",Bring da Ruckus,Wu-Tang Clan,Anger,0
Madness is the gift that has been given to me,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"And I stopped using my head, using my head, let it all go",One More Night,Maroon 5,Joy,1
"Stick bony, but the pocket is fat like Tony Soprano (oh no)",Crazy in Love,Beyoncé,Joy,1
"Man, whatever",The Way I Am,Eminem,Anger,0
The type of shit that you don't have to ask who produced it,Fight Music,D12,Anger,0
"We are never ever, ever getting back together",We Are Never Ever Getting Back Together,Taylor Swift,Anger,0
Show me the meaning of being lonely,Show Me the Meaning of Being Lonely,Backstreet Boys,Sad,2
That could make a warrior like Zeus if he's truthfully ill,Hollow Points,Unknown ,Anger,0
Please stand up,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"I loved you for so long, sometimes it's hard to bear","I Like You So Much, You'll Know It",Honey Jemlan,Fear,3
"You smoke the day's last cigarette, rememberin' what she said",Turn the Page,Metallica,Sad,2
Cause I can change my mind each day,Sorry,Halsey,Sad,2
It's fight music,Fight Music,D12,Anger,0
"The why, the who, what, when, the where and the how",The Way I Am,Eminem,Anger,0
I've been locked in my momma's den,Hip Hop Sinister,Hopsin,Anger,0
A place where there's just loneliness,Lonely Street,Andy Williams,Sad,2
So I heard you found somebody else,Somebody Else,The 1975,Sad,2
Feel the heartbeat in my mind,We Found Love,Rihanna,Joy,1
"I'm God's light, the type to illuminate in the darkness",Hollow Points,Unknown ,Anger,0
For poppin' off at the mouth with shit I shouldn't have said,Kill You,Eminem,Anger,0
"Ayo, turn the beat up a little bit",The Way I Am,Eminem,Anger,0
"Nor has there been a problem, I dissolve them",Get It On The Floor,DMX,Anger,0
