Lyric,Emotion
When my father's home was to be broken into by thieves who had guns.,Fear
When someone tried to bewitch me and my friends at night.,Fear
"When I was walking at night, I saw fire suspended in the air and it was split into several segments by something I could not see.  I suspected that it was witch-craft.",Fear
When I went to town in a double dekker bus.  The bus was about to fall on the way when the driver controlled it.  It had almost fallen.,Fear
When two of my children were critically ill with measles.,Fear
When I woke up at night to find a fire spreading towards the bed -rooms.  I was very frightened as I realized that I faced death.,Fear
When a thief broke into my house at night.,Fear
When I was nearly beaten up by the brother of my girlfriend.,Fear
"When I was told by the doctor, after many months of coughing, that I had tuberculosis.",Fear
"One evening I saw the old guard-man I knew, change into something inhuman for about 5-10 seconds, this really frightened me.",Fear
When I broke the window pane of my next door neighbour's house.,Fear
"I turned the knob of my granny's two band radio and did not hear any broadcast,  \ What ! Have I broken the knob ? How much does it cost ? What if the spare part is not available ? \""  --I did not know how to tune a radio.""",Fear
"It was when I dreamt that I had encountered Satan, he wanted to grab me and take me to his kingdom.  He was very repulsive and I have never seen anything like that before.",Fear
"I was escorting a relative on a bike, we passed by a dark road with bushas on each side.  Half way down this road, suddenly, we   saw a white dog appear from one side.  Before we could do anything, it had vanished and moreover it did not seem to have any legs.",Fear
"This was at secondary school, a prefect framed up some case and took it to the deputy head-master.  I was called by the head-master and he threatened to suspend me.",Fear
While paddling in the river during a storm.  I feared drowning.,Fear
When I saw a ghost.,Fear
The time I was threatened with expulsion from secondary school (form four).,Fear
I watched a very terrfying film in LT2.  This film really pushed my heart out of my body and I was forced to go out before the second reel ended.,Fear
The possibility of having failed the examination.,Fear
"The shooting started and we all lay down to protect ourselves from the flying bullets.  This incident occured on our way to Feira, during the Zambia army patrols in the Rhodesia war.",Fear
"One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives.",Fear
I was approaching my exam time and my books got stolen.  I was in a panic as I thought that I would not do well enough to be considered for the economics quota.  I cried a lot but that did not help and as the exam day came near a strange fear gripped me.,Fear
When I heard a lion roar for the first time.,Fear
"When I was going home, I saw somathing which looked like a snake   on the road but later I found out that it was only a stick.",Fear
I was walking through a thick forest and there was a big snake at a distance of about four metres.,Fear
We were driving at night and I realized that a car was following us.,Fear
"When I took blood from a patient for alcohol estimation and urine for some other examination, he told me that something bad would happen to me as he would play magic on me.",Fear
"I was sleeping when I heard the neighbours screaming, I peeped through the window and saw a thief  trying to enter my neighbour's house.",Fear
I had gone for a medical check-up at the U.T.H and failed to make it back on time for the C119 practical sessions at 1400 hours last academic year.,Fear
